GENESIS-Tabelle: 51000-22i
Aus- und Einfuhr nach Gruppen (247) des;;;;;;
Güterverzeichnisses der Produktionsstatistiken GP 2019;;;;;;
- Land - Jahr (ab 2008);;;;;;
Außenhandel;;;;;;
Nordrhein-Westfalen;;;;;;
;;;Ausfuhr: Gewicht;Ausfuhr;Einfuhr: Gewicht;Einfuhr
;;;t;Tsd. EUR;t;Tsd. EUR
2012;3109;Sonstige Möbel;90942;414349;411712;738366
2012;3511;Elektrischer Strom;0;1255093;0;326683
2012;3521;Industriell erzeugte Gase;-;-;-;-
2012;8900;Sonstige Waren;7081927;10277458;7853188;14694962
2012;8988;Sperrungen in der Außenhandelsstatistik;-;-;-;-
2012;;Insgesamt;97488287;180814602;168291540;202287851
2011;0111;Getreide (ohne Reis), Hülsenfrüchte und Ölsaaten;830190;214213;3594882;1371632
2011;0112;Reis;-;-;2198;1583
2011;0113;Gemüse und Melonen sowie Wurzeln und Knollen;952326;153626;1750025;1212175
2011;0114;Zuckerrohr;-;-;0;1
2011;0115;Tabak;73;335;825;29878
2011;0116;Faserpflanzen;251;145;10211;19108
2011;0119;Sonstige einjährige Pflanzen;48921;97222;135284;435391
2011;0121;Wein- und Tafeltrauben;1868;3269;68707;113222
2011;0122;Tropische und subtropische Früchte;-;-;176519;145927
2011;0123;Zitrusfrüchte;-;-;433104;308577
2011;0124;Kern- und Steinobst;7690;9707;279228;247038
2011;0125;Sonstiges Baum- und Strauchobst und Nüsse;3662;13071;130665;362565
2011;0126;Ölhaltige Früchte;112;189;2223;2948
2011;0127;Pflanzen zur Herstellung von Getränken;-;-;32794;98764
2011;0128;Gewürzpflanzen, Pflanzen für z.B. pharmaz. Zwecke;1457;11895;15364;44959
2011;0129;Sonstige mehrjährige Pflanzen;6060;6917;51356;60220
2011;0130;Baumschulerzeugnisse,Pflanzen z.Vermehrungszweck.;120341;278204;348704;597120
2011;0141;Kühe und Färsen, lebend;12345;39241;1181;2806
2011;0142;Sonstige Rinder und Büffel, lebend, Sperma;13478;42460;5338;18813
2011;0143;Pferde und Esel, lebend;517;18269;121;4343
2011;0144;Kamele und Kamelartige, lebend;-;-;-;-
2011;0145;Schafe und Ziegen, lebend;1;24;148;269
2011;0146;Schweine, lebend;18138;33691;345360;493015
2011;0147;Geflügel, lebend, sowie Eier;241968;220361;181597;254305
2011;0149;Sonstige Nutztiere und tierische Erzeugnisse;1914;8776;3055;12085
2011;0210;Waldbestand sowie Erzeugnisse von Forstbaumschulen;1804;3710;3321;4116
2011;0220;Rohholz;366525;34217;479966;62042
2011;0230;Wildwachsende Produkte (ohne Holz);6877;22612;21286;59333
2011;0300;Fische u. Fischereierzeugnisse, Aquakulturerzeug.;1242;8649;12668;46761
2011;0510;Steinkohle;176607;36578;18450077;2291142
2011;0520;Braunkohle;607096;48740;60;5
2011;0610;Erdöl;-;-;23006173;13430365
2011;0620;Erdgas, verflüssigt oder gasförmig;-;-;16094338;5657561
2011;0710;Eisenerze;52874;1943;21895204;2808621
2011;0721;Uran- und Thoriumerze;-;-;-;-
2011;0729;NE-Metallerze (ohne Uran- und Thoriumerze);97637;34868;1048756;672626
2011;0811;Natur-,-werk-, Kalk-, Gipssteine, Kreide, Schiefer;234603;16386;904451;27105
2011;0812;Kies, Sand, Ton und Kaolin;18020002;176699;1284803;141115
2011;0891;Chemische und Düngemittelminerale;264882;39939;709753;99454
2011;0892;Torf;50062;5598;122064;9168
2011;0893;Salz, reines Natriumchlorid (ohne Speisesalz);493969;31105;1862834;79385
2011;0899;Steine, Erden, a.n.g., sonstige Bergbauerzeugnisse;677856;31284;779907;167804
2011;1011;Fleisch (ohne Geflügel);1352528;2258818;632381;1426192
2011;1012;Geflügelfleisch;32355;49148;167410;402066
2011;1013;Verarbeitetes Fleisch;251527;708180;140984;430215
2011;1020;Fischerzeugnisse und andere Meeresfrüchte;19061;117586;79909;387811
2011;1031;Verarbeitete Kartoffeln und Kartoffelerzeugnisse;59127;56165;143120;114891
2011;1032;Frucht- u.Gemüsesäfte,n. gegoren,oh. Alkoholzusatz;235605;168016;282729;314259
2011;1039;Verarbeitetes Obst und Gemüse, a.n.g.;210230;350167;732636;819373
2011;1041;Öle und Fette (ohne Margarine und Nahrungsfette);1395072;630601;2071837;1475250
2011;1042;Margarine und Nahrungsfette;96084;120676;32629;46197
2011;1051;Milch und Milcherzeugnisse (ohne Speiseeis);819014;677214;770103;1418723
2011;1052;Speiseeis;57273;136826;26780;64903
2011;1061;Mahlerzeugnisse und Schälmühlenerzeugnisse;505667;190863;355869;205609
2011;1062;Stärke und Stärkeerzeugnisse;673849;289117;763418;346646
2011;1071;Backwaren (ohne Dauerbackwaren);151018;264045;84384;162153
2011;1072;Dauerbackwaren;145041;346139;132489;323141
2011;1073;Teigwaren;2814;3853;53844;46296
2011;1081;Zucker;286143;114564;177673;93401
2011;1082;Süßwaren (ohne Dauerbackwaren);274467;912368;202629;687442
2011;1083;Kaffee und Tee, Kaffee-Ersatz;38011;249544;29713;281431
2011;1084;Würzen und Soßen;103679;86244;77464;105172
2011;1085;Fertiggerichte;101734;266208;76018;209031
2011;1086;Homogenisierte Nahrungsmittelzubereitungen;16759;92525;4695;11984
2011;1089;Sonstige Nahrungsmittel, a.n.g.;136161;229056;72761;257457
2011;1091;Futtermittel für Nutztiere;444100;158624;659386;263919
2011;1092;Futtermittel für sonstige Tiere, zubereitet;176013;235637;248732;272368
2011;1101;Spirituosen;3664;9917;62983;223843
2011;1102;Traubenwein;3685;6820;199980;373666
2011;1103;Apfelwein u. Fruchtweine, alkoholh. Mischgetränke;5056;3632;5149;4426
2011;1104;Wermutwein und andere aromatisierte Weine;145;326;6697;5470
2011;1105;Bier;161625;89052;100622;41816
2011;1106;Malz;69508;26283;93900;31852
2011;1107;Erfrischungsgetränke, natürliches Mineralwasser;2205532;248925;155927;66008
2011;1200;Tabakerzeugnisse;2076;91302;10946;164160
2011;1310;Textile Spinnstoffe und Garne;25095;79842;82756;260502
2011;1320;Gewebe;52113;515557;79809;629202
2011;1391;Gewirke und Gestricke;13916;158748;16823;101869
2011;1392;Konfektionierte Textilwaren (ohne Bekleidung);32524;309121;218344;1478834
2011;1393;Teppiche und textile Fußbodenbeläge;19242;97168;80087;279905
2011;1394;Seilerwaren;3651;21165;13543;33291
2011;1395;Vliesstoffe und Vliesstofferzeugnisse;93071;466139;57957;214759
2011;1396;Technische Textilien;32446;480997;32897;317428
2011;1399;Sonstige Textilwaren, a.n.g.;14947;47094;6096;42857
2011;1411;Bekleidung aus Leder oder rekonstituiertem Leder;158;10010;1761;97638
2011;1412;Arbeitsbekleidung und Berufsbekleidung;329;9885;8411;124844
2011;1413;Sonstige Oberbekleidung;75785;273320;126849;2982741
2011;1414;Wäsche;5549;182958;94807;2075843
2011;1419;Bekleidung und Bekleidungszubehör, a.n.g.;5060;107335;48577;815855
2011;1420;Pelzwaren;7;1807;119;8480
2011;1431;Strumpfwaren;3264;103665;23842;358673
2011;1439;Bekleidung a.n.g., aus Gewirken oder Gestricken;2335;63787;40802;967781
2011;1511;Leder u. -faserstoff, zuger. u. gefärbte Felle;5816;120900;8320;116706
2011;1512;Lederwaren (ohne Lederbekleidung und Schuhe);5259;101228;48997;553956
2011;1520;Schuhe;5710;171318;98321;1622107
2011;1610;Holz, gesägt und gehobelt;535545;167987;570770;201423
2011;1621;Furnier-, Sperrholz-, Holzfaser-, Holzspanplatten;624954;462808;835390;405013
2011;1622;Parkettböden;3121;11240;22805;54664
2011;1623;Holzkonstruktionen, -bauteile, -fertigteilbauten;34074;92958;45444;78112
2011;1624;Holzverpackungen, Holzbehälter, Holzladungsträger;82048;33276;256042;86522
2011;1629;Holzwaren a.n.g., Kork-, Flecht-, Korbmacherwaren;25658;42862;219833;280434
2011;1711;Holz- und Zellstoff;272699;131419;787494;435498
2011;1712;Papier und Pappe;2402961;2034368;2124667;1716026
2011;1721;Wellpapier und -pappe, Verpackungsmittel;458873;810323;112835;203217
2011;1722;Haushalts-, Hygiene- und Toilettenartikel;289230;672207;154941;330731
2011;1723;Schreibwaren u. Bürobedarf aus Papier,Karton,Pappe;44373;98445;34255;102351
2011;1724;Tapeten;26881;108572;2991;16238
2011;1729;Andere Waren aus Papier, Karton und Pappe;48532;151895;48455;159450
2011;1910;Kokereierzeugnisse;366046;127375;1717702;494968
2011;1920;Mineralölerzeugnisse;4138150;2438242;16206098;10957949
2011;2011;Industriegase;138373;31879;170984;60211
2011;2012;Farbstoffe und Pigmente;643290;1193819;213559;539038
2011;2013;Sonstige anorganische Grundstoffe und Chemikalien;2509311;1713349;1309954;751906
2011;2014;Sonstige organische Grundstoffe und Chemikalien;6523101;9184874;5144911;5856893
2011;2015;Düngemittel und Stickstoffverbindungen;491774;162662;809895;226234
2011;2016;Kunststoffe, in Primärformen;4668159;8199555;2355076;3920522
2011;2017;Synthetischer Kautschuk, in Primärformen;373387;839351;111407;309505
2011;2020;Schädlingsbekämpfungs- und Pflanzenschutzmittel;61676;625264;31957;205508
2011;2030;Anstrichmittel, Druckfarben und Kitte;631671;1621072;197246;537003
2011;2041;Seifen, Wasch-, Reinigungs- und Poliermittel;717592;1260117;483605;719254
2011;2042;Körperpflegemittel und Duftstoffe;162871;746884;88609;725397
2011;2051;Pyrotechnische Erzeugnisse;9919;40504;12977;30691
2011;2052;Klebstoffe;167830;354241;67934;220068
2011;2053;Etherische Öle;21937;240038;16655;161008
2011;2059;Sonstige chemische Erzeugnisse, a.n.g.;1617235;2943996;1147013;2669811
2011;2060;Chemiefasern;118555;381295;185256;427188
2011;2110;Pharmazeutische Grundstoffe u.ä. Erzeugnisse;71728;731115;110892;460230
2011;2120;Pharmazeutische Spezialitäten u. pharmaz. Erzeugn.;48356;3998229;54122;4149932
2011;2211;Herstellung und Runderneuerung von Bereifungen;86696;518164;177708;685720
2011;2219;Andere Gummiwaren (ohne Bereifungen);140428;1104763;146313;947821
2011;2221;Platten,Folien, Schläuche u. Profile aus Kunststo.;606672;2375993;391485;1345993
2011;2222;Verpackungsmittel aus Kunststoffen;267571;869364;313094;648085
2011;2223;Baubedarfsartikel aus Kunststoffen;70510;357281;117119;302855
2011;2229;Sonstige Kunststoffwaren;265860;1779461;266629;1374677
2011;2311;Flachglas (ohne veredeltes u. bearbeit. Flachglas);417832;192469;161587;73649
2011;2312;Veredeltes und bearbeitetes Flachglas;171146;363249;157906;346448
2011;2313;Hohlglas;231223;176329;94428;151956
2011;2314;Glasfasern und Waren daraus;17876;57925;120367;183931
2011;2319;Sonstiges Glas (einschl. technischer Glaswaren);11035;44619;26333;72774
2011;2320;Feuerfeste keramische Werkstoffe;375365;365352;119942;124969
2011;2331;Keramische Wand-, Bodenfliesen und -platten;52648;32362;249057;128515
2011;2332;Ziegel und sonstige Baukeramik;451683;98899;115133;23702
2011;2341;Keramische Haushaltswaren und Ziergegenstände;6148;22704;84160;155427
2011;2342;Sanitärkeramik;6433;22838;25730;48469
2011;2343;Isolatoren und Isolierteile aus Keramik;304;5960;1784;14043
2011;2344;Keramische Waren für sonstige technische Zwecke;3644;70230;2119;49523
2011;2349;Andere keramische Waren, a.n.g.;18966;26410;16571;18780
2011;2351;Zement;3630265;261379;316403;64366
2011;2352;Kalk und gebrannter Gips;906054;69430;312602;30253
2011;2361;Erzeugnisse a. Beton,Zement u.Kalksandstein f. Bau;880751;101967;142992;33233
2011;2362;Gipserzeugnisse für den Bau;81558;12806;38506;9678
2011;2363;Frischbeton (Transportbeton);99468;6177;6436;184
2011;2364;Mörtel und anderer Beton, nicht feuerfest;291993;94379;15103;3627
2011;2365;Faserzementwaren;40116;33940;8264;6416
2011;2369;Erzeugnisse aus Beton, Zement und Gips, a.n.g.;202771;41092;80045;30358
2011;2370;Bearbeitete u. verarb. Naturwerk- u. Natursteine;62371;17451;313478;125939
2011;2391;Mühl-,Mahl-,Schleif-,Wetz- u. Poliersteine;13158;144100;19063;193445
2011;2399;Sonstige Erzeugn. aus nichtmet. Mineralien, a.n.g.;321912;532861;270531;388244
2011;2410;Roheisen, Stahl und Ferrolegierungen;6991796;6819667;11598962;10431072
2011;2420;Stahlrohre,Rohrform-,-verschluss- u.-verbind.stück;1978457;3834741;1118168;1735819
2011;2431;Blankstahl;211665;443573;356424;685711
2011;2432;Kaltband, Breite<600mm;1146067;1500786;375711;521044
2011;2433;Kaltprofile;133726;230167;93075;197558
2011;2434;Kaltgezogener Draht;210884;390404;250578;390175
2011;2441;Edelmetalle und Halbzeug daraus;64;60411;106;77187
2011;2442;Aluminium und Halbzeug daraus;1157651;3650446;2302680;4208703
2011;2443;Blei, Zink und Zinn und Halbzeug daraus;173305;411151;392197;888001
2011;2444;Kupfer und Halbzeug daraus;362107;2802768;393879;2639480
2011;2445;Sonstige NE-Metalle und Halbzeug daraus;48074;771177;126557;1668667
2011;2446;Kernbrennstoffe;19;1711;7800;555043
2011;2451;Eisengießereierzeugnisse;3908;13939;27149;51152
2011;2452;Stahlgießereierzeugnisse;413;7749;1528;18240
2011;2511;Metallkonstruktionen;371804;943411;269959;571225
2011;2512;Ausbauelemente aus Stahl und Aluminium;51676;286575;23125;107452
2011;2521;Heizkörper u. -kessel für Zentralheizungen, Teile;28417;274157;34006;226788
2011;2529;Sonstige Metallbehälter, Fassungsvermögen>300l;40114;137573;31354;79335
2011;2530;Dampfkessel (-erzeuger), Kernreaktoren, Teile;7297;87104;5203;36246
2011;2540;Waffen und Munition, Teile dafür;988;60308;1801;30247
2011;2571;Schneidwaren und Bestecke, aus unedlen Metallen;12758;322134;19836;226351
2011;2572;Schlösser und Beschläge, aus unedlen Metallen;253156;1908797;182016;949899
2011;2573;Werkzeuge;60622;1322508;83571;1000177
2011;2591;Metallbehälter, Fassungsvermögen<=300l;50144;147896;18295;47613
2011;2592;Verpackungen und Verschlüsse, aus Eisen, Stahl;73181;403161;23326;94739
2011;2593;Drahtwaren, Ketten und Federn;330248;968937;306490;462973
2011;2594;Schrauben und Nieten;242748;1214938;302730;880785
2011;2599;Andere Metallwaren, a.n.g.;611983;2227157;441108;1634568
2011;2611;Elektronische Bauelemente;24677;826898;95340;2750311
2011;2612;Bestückte Leiterplatten;1134;154010;4689;289853
2011;2620;Datenverarbeitungsgeräte und periphere Geräte;39774;1464981;87764;4391297
2011;2630;Geräte u. Einricht. d. Telekommunikationstechnik;11707;995793;35571;4828222
2011;2640;Geräte der Unterhaltungselektronik;14832;411437;95940;2014076
2011;2651;Mess-,Kontroll-,Navigations- u.ä. Instr. u. Vorr.;25221;2526140;24572;2154781
2011;2652;Uhren;256;55956;3149;310719
2011;2660;Bestrahlungs-,Elektrotherapie-,elektromed. Geräte;1858;230549;2778;470713
2011;2670;Optische und fotografische Instrumente und Geräte;1614;266774;6299;972697
2011;2680;Magnetische und optische Datenträger;18739;152813;11310;116670
2011;2711;Elektromotoren,Generatoren,Transformatoren,Teile;90685;1619300;147875;1601019
2011;2712;Elektrizitätsverteilungs- und -schalteinrichtungen;54059;2046028;36554;1190051
2011;2720;Akkumulatoren und Batterien;56559;227230;61914;277145
2011;2731;Glasfaserkabel;5179;49977;1880;46573
2011;2732;Sonstige elektronische und elektrische Kabel;126463;1104924;123593;737237
2011;2733;Elektrisches Installationsmaterial;53140;1671407;35204;838294
2011;2740;Elektrische Lampen und Leuchten;34656;1261855;111180;1124676
2011;2751;Elektrische Haushaltsgeräte, Teile dafür;137805;1364954;278500;1359817
2011;2752;Nicht elektrische Haushaltsgeräte, Teile dafür;12786;94605;33606;141341
2011;2790;Sonstige elektr. Ausrüstungen und Geräte a.n.g.;107612;950857;100806;826936
2011;2811;Verbrennungsmotoren und Turbinen;312865;2419528;82466;718124
2011;2812;Hydraulische, pneumatische Komponenten und Systeme;19964;570555;21693;386792
2011;2813;Sonstige Pumpen und Kompressoren;105949;2349713;74288;812915
2011;2814;Armaturen;70103;1747962;89975;1094562
2011;2815;Lager, Getriebe, Zahnräder und Antriebselemente;236616;2904723;180450;1359046
2011;2821;Öfen und Brenner, Teile dafür;27852;540898;15105;115164
2011;2822;Hebezeuge und Fördermittel;201431;1703878;123912;625995
2011;2823;Büromaschinen;11154;357166;27920;710642
2011;2824;Handgeführte, kraftbetrieb. Werkzeuge, Teile dafür;2715;120109;19144;304398
2011;2825;Kälte- u. lufttechn. Erzeugn. für gewerbl. Zwecke;70375;1042265;93321;1152573
2011;2829;Sonstige nicht wirtschaftszweigspezif. Maschinen;144086;2993892;94320;981925
2011;2830;Maschinen für die Landwirtschaft, Forstwirtschaft;182768;1532309;77213;436600
2011;2841;Werkzeugmaschinen f.d. Metallbearbeitung, Teile;87404;1585239;51799;584610
2011;2849;Werkzeugmaschinen a.n.g., -teile, -zubehör;56410;830363;11866;153840
2011;2891;Masch. f.d. Metallerzg.,Walzwerkseinr., Gießmasch.;77057;640058;32327;187488
2011;2892;Bergwerks-, Bau- u. Baustoffmaschinen, Teile dafür;270362;2482086;196592;822406
2011;2893;Masch.f.Nahrungs-,Futterm.-,Getränkeh.,Tabakv., T.;18391;421969;8819;143270
2011;2894;Masch. f.Textil-,Bekleidungsh.,Ledererzg.,-verarb.;96242;1561773;28021;261751
2011;2895;Maschinen f.d. Papiererzeugung und -verarbeitung;19742;496570;8296;93217
2011;2896;Maschinen f. Kunststo.-,Gummierzeug.,-verarbeitung;34194;872653;10842;186493
2011;2899;Maschinen f. sonst. best. Wirtschaftszweige a.n.g.;142634;2858143;82930;1174708
2011;2910;Kraftwagen und Kraftwagenmotoren;931359;8317258;927650;9224133
2011;2920;Karosserien, Aufbauten und Anhänger;387947;1650662;206785;613367
2011;2931;Elektr.,elektron. Ausrüstungen für Motoren a.n.g.;24286;301386;53157;781252
2011;2932;Andere Teile und anderes Zubehör für Kraftwagen;1288518;7190040;691068;4468413
2011;3011;Schiffe (ohne Boote und Yachten);18812;36689;230332;615016
2011;3012;Boote und Yachten;406;7802;970;14456
2011;3020;Schienenfahrzeuge;81527;510540;70239;342677
2011;3030;Luft- und Raumfahrzeuge;3200;293904;1792;713572
2011;3040;Militärische Kampffahrzeuge;-;-;-;-
2011;3091;Krafträder;1100;26443;6765;79778
2011;3092;Fahrräder und Behindertenfahrzeuge;9563;103716;39251;467127
2011;3099;Fahrzeuge, a.n.g.;7208;30241;11019;31395
2011;3100;Sitzmöbel und Teile dafür, Teile für Möbel;182370;649258;584271;1767265
2011;3101;Büromöbel, Ladenmöbel aus Holz;24996;151479;42224;87964
2011;3102;Küchenmöbel aus Holz;218920;967479;21812;33762
2011;3103;Matratzen;14293;62629;24079;125177
2011;3109;Sonstige Möbel;95167;430591;371009;658907
2011;3511;Elektrischer Strom;0;668455;0;693400
2011;3521;Industriell erzeugte Gase;-;-;-;-
2011;8900;Sonstige Waren;7633607;10577329;7620366;13503792
2011;8988;Sperrungen in der Außenhandelsstatistik;-;-;-;-
2011;;Insgesamt;100290228;176334189;176072359;204016510
2010;0111;Getreide (ohne Reis), Hülsenfrüchte und Ölsaaten;1132214;213879;2997012;826658
2010;0112;Reis;-;-;1123;642
2010;0113;Gemüse und Melonen sowie Wurzeln und Knollen;992253;144827;1802456;1532645
2010;0114;Zuckerrohr;-;-;2;5
2010;0115;Tabak;22;32;746;29931
2010;0116;Faserpflanzen;21;19;11920;14750
2010;0119;Sonstige einjährige Pflanzen;45060;62196;105901;362321
2010;0121;Wein- und Tafeltrauben;2697;4600;46246;72889
2010;0122;Tropische und subtropische Früchte;-;-;179374;147443
2010;0123;Zitrusfrüchte;-;-;407411;292444
2010;0124;Kern- und Steinobst;8722;10341;256647;241747
2010;0125;Sonstiges Baum- und Strauchobst und Nüsse;3370;10583;135921;347247
2010;0126;Ölhaltige Früchte;27;41;2627;3606
2010;0127;Pflanzen zur Herstellung von Getränken;-;-;26039;52914
2010;0128;Gewürzpflanzen, Pflanzen für z.B. pharmaz. Zwecke;1324;9802;11447;34915
2010;0129;Sonstige mehrjährige Pflanzen;5999;6206;45000;43634
2010;0130;Baumschulerzeugnisse,Pflanzen z.Vermehrungszweck.;82538;232053;310509;543239
2010;0141;Kühe und Färsen, lebend;9632;27441;2032;3656
2010;0142;Sonstige Rinder und Büffel, lebend, Sperma;13639;42488;6933;18781
2010;0143;Pferde und Esel, lebend;384;10644;122;4256
2010;0144;Kamele und Kamelartige, lebend;-;-;-;-
2010;0145;Schafe und Ziegen, lebend;52;73;99;102
2010;0146;Schweine, lebend;18254;33963;383560;514294
2010;0147;Geflügel, lebend, sowie Eier;223155;190025;216556;311191
2010;0149;Sonstige Nutztiere und tierische Erzeugnisse;2286;9585;3259;12386
2010;0210;Waldbestand sowie Erzeugnisse von Forstbaumschulen;1529;3683;2846;5718
2010;0220;Rohholz;409462;32614;417361;50530
2010;0230;Wildwachsende Produkte (ohne Holz);5507;17508;20423;57667
2010;0300;Fische u. Fischereierzeugnisse, Aquakulturerzeug.;836;4680;9151;36704
2010;0510;Steinkohle;233796;44433;15287171;1538314
2010;0520;Braunkohle;567752;42316;1798;134
2010;0610;Erdöl;-;-;23038233;10007498
2010;0620;Erdgas, verflüssigt oder gasförmig;-;-;16091083;4512925
